Country,Brand,pageID,URL
Global,Dollar Shave Club,214066708638063,https://www.facebook.com/DollarShaveClub/
Global,Gillette,7390944749,https://www.facebook.com/gillette/
Global,Harry's,235220453278398,https://www.facebook.com/hapostrophe/
